Porifera			
			
		Menetus (Dilatata)	dilatatus
		Planorbis	group
		Ancylus	
		Ancylus	fluviatilis
		Ferrissia	
		Ferrissia (Pettancylus)	
		Ferrissia (Pettancylus)	clessiniana
	Acroloxidae		
		Acroloxus	
		Acroloxus	lacustris
	Planorbidae (excluding Ancylus group)		
	Ancylus group		
	Ancylus group (including Acroloxidae)		
	Semi-aquatic pulmonata		
	Ellobiidae		
		Ovatella	
		Ovatella	myosotis
		Leucophytia	
		Leucophytia	bidentata
	Succineidae		
		Succinea	
		Succinea	putris
		Oxyloma	
		Oxyloma (Oxyloma)	
		Oxyloma (Oxyloma)	pfeifferi
		Oxyloma (Oxyloma)	sarsii
		Quickella	
		Quickella	arenaria
		Succinella	
		Succinella	oblonga
	Vertiginidae		
		Columella	
		Columella	edentula
		Vertigo	
		Vertigo (Vertilla)	
		Vertigo (Vertilla)	angustior
		Vertigo (Vertigo)	
		Vertigo (Vertigo)	antivertigo
		Vertigo (Vertigo)	geyeri
		Vertigo (Vertigo)	lilljeborgi
		Vertigo (Vertigo)	moulinsiana
		Vertigo (Vertigo)	pygmaea
		Vertigo (Vertigo)	substriata
		Vertigo (Vertigo)	genesii
	Pupillidae		
		Leiostyla	
		Leiostyla	anglica
	Zonitidae		
		Zonitoides	
		Zonitoides (Zonitoides)	
		Zonitoides (Zonitoides)	nitidus
	Euconulidae		
		Euconulus	
		Euconulus	fulvus
	Clausiliidae		
		Balea	
		Balea (Alinda)	
		Balea (Alinda)	biplicata
	Helicidae		
		Trichia	
		Trichia	hispida
	Carychiidae		
		Carychium	
		Carychium	minimum
Bivalvia			
			
	Heterodonta		
	Margaritiferidae		
		Margaritifera	
		Margaritifera	margaritifera
	Unionidae		
		Unio	
		Unio	pictorum
		Unio	tumidus
		Anodonta	
		Anodonta	anatina
		Anodonta	cygnea
		Anodonta	woodiana
		Pseudanodonta	
		Pseudanodonta	complanata
	Anodontinae		
	Sphaeriidae		
		Sphaerium	
		Sphaerium	corneum
		Sphaerium	rivicola
		Sphaerium	solidum
		Sphaerium	nucleus
		Pisidium	
		Pisidium	amnicum
